Context;Instance;Reference;en;fr;it;pt;nb
ReportDisplayName;"\work\HIS2\Positions\Positions by Holding and Client (Excel).srex";"Positions by Holding and Client (Excel)";;;;;
ReportViewName;"\work\HIS2\Positions\Positions by Holding and Client (Excel).srex";"view";;;;;
ReportViewName;"\work\HIS2\Positions\Positions by Holding and Client (Excel).srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\Positions\Positions by Holding and Client (Excel).srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\Positions\Positions by Holding and Client (Excel).srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\Positions\Positions by Holding and Client (Excel).srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\Positions\Positions by Holding and Client (Excel).srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\Positions\Positions by Holding and Client (Excel).srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\Positions\Positions by Holding and Client (Excel).srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\Positions\Positions by Holding and Client (Excel).srex";"CSV";;;;;
ReportViewName;"\work\HIS2\Positions\Positions by Holding and Client (Excel).srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\Positions\Positions Fiduciaires (Excel).srex";"Positions Fiduciaires (Excel)";;;;;
ReportViewName;"\work\HIS2\Positions\Positions Fiduciaires (Excel).srex";"view";;;;;
ReportViewName;"\work\HIS2\Positions\Positions Fiduciaires (Excel).srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\Positions\Positions Fiduciaires (Excel).srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\Positions\Positions Fiduciaires (Excel).srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\Positions\Positions Fiduciaires (Excel).srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\Positions\Positions Fiduciaires (Excel).srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\Positions\Positions Fiduciaires (Excel).srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\Positions\Positions Fiduciaires (Excel).srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\Positions\Positions Fiduciaires (Excel).srex";"CSV";;;;;
ReportViewName;"\work\HIS2\Positions\Positions Fiduciaires (Excel).srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\Positions\Positions par Client (Excel).srex";"Positions par Client (Excel)";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par Client (Excel).srex";"view";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par Client (Excel).srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par Client (Excel).srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par Client (Excel).srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par Client (Excel).srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par Client (Excel).srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par Client (Excel).srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par Client (Excel).srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par Client (Excel).srex";"CSV";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par Client (Excel).srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\Positions\Positions par Client.srex";"Positions par Client";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par Client.srex";"view";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par Client.srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par Client.srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par Client.srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par Client.srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par Client.srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par Client.srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par Client.srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par Client.srex";"CSV";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par Client.srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\Positions\Positions par dépositaire.srex";"Positions par dépositaire";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par dépositaire.srex";"view";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par dépositaire.srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par dépositaire.srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par dépositaire.srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par dépositaire.srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par dépositaire.srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par dépositaire.srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par dépositaire.srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par dépositaire.srex";"CSV";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par dépositaire.srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\Positions\Positions par titre (Excel).srex";"Positions par titre (Excel)";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre (Excel).srex";"view";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre (Excel).srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre (Excel).srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre (Excel).srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre (Excel).srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre (Excel).srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre (Excel).srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre (Excel).srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre (Excel).srex";"CSV";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre (Excel).srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\Positions\Positions par titre et segment (Excel).srex";"Positions par titre et segment (Excel)";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre et segment (Excel).srex";"view";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre et segment (Excel).srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre et segment (Excel).srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre et segment (Excel).srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre et segment (Excel).srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre et segment (Excel).srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre et segment (Excel).srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre et segment (Excel).srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre et segment (Excel).srex";"CSV";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre et segment (Excel).srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\Positions\Positions par titre et segment.srex";"Positions par titre et segment";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre et segment.srex";"view";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre et segment.srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre et segment.srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre et segment.srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre et segment.srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre et segment.srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre et segment.srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre et segment.srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre et segment.srex";"CSV";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre et segment.srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\Positions\Positions par titre.srex";"Positions par titre";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre.srex";"view";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre.srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre.srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre.srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre.srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre.srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre.srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre.srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre.srex";"CSV";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titre.srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\Positions\Positions par titres consolidés (Excel).srex";"Positions par titres consolidés (Excel)";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titres consolidés (Excel).srex";"view";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titres consolidés (Excel).srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titres consolidés (Excel).srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titres consolidés (Excel).srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titres consolidés (Excel).srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titres consolidés (Excel).srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titres consolidés (Excel).srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titres consolidés (Excel).srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titres consolidés (Excel).srex";"CSV";;;;;
ReportViewName;"\work\HIS2\Positions\Positions par titres consolidés (Excel).srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\Published\Index des programmes S2I.srex";"Index des programmes S2I";;;;;
ReportViewName;"\work\HIS2\Published\Index des programmes S2I.srex";"view";;;;;
ReportViewName;"\work\HIS2\Published\Index des programmes S2I.srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\Published\Index des programmes S2I.srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\Published\Index des programmes S2I.srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\Published\Index des programmes S2I.srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\Published\Index des programmes S2I.srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\Published\Index des programmes S2I.srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\Published\Index des programmes S2I.srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\Published\Index des programmes S2I.srex";"CSV";;;;;
ReportViewName;"\work\HIS2\Published\Index des programmes S2I.srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\PWC\Masse par profil de gestion.srex";"Masse par profil de gestion";;;;;
ReportViewName;"\work\HIS2\PWC\Masse par profil de gestion.srex";"view";;;;;
ReportViewName;"\work\HIS2\PWC\Masse par profil de gestion.srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\PWC\Masse par profil de gestion.srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\PWC\Masse par profil de gestion.srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\PWC\Masse par profil de gestion.srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\PWC\Masse par profil de gestion.srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\PWC\Masse par profil de gestion.srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\PWC\Masse par profil de gestion.srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\PWC\Masse par profil de gestion.srex";"CSV";;;;;
ReportViewName;"\work\HIS2\PWC\Masse par profil de gestion.srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\Risques\Control of Market Risks.srex";"Control of Market Risks";;;;;
ReportViewName;"\work\HIS2\Risques\Control of Market Risks.srex";"view";;;;;
ReportViewName;"\work\HIS2\Risques\Control of Market Risks.srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\Risques\Control of Market Risks.srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\Risques\Control of Market Risks.srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\Risques\Control of Market Risks.srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\Risques\Control of Market Risks.srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\Risques\Control of Market Risks.srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\Risques\Control of Market Risks.srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\Risques\Control of Market Risks.srex";"CSV";;;;;
ReportViewName;"\work\HIS2\Risques\Control of Market Risks.srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\Risques\Mouvements de Bourse à Risque (Excel).srex";"Mouvements de Bourse à Risque (Excel)";;;;;
ReportViewName;"\work\HIS2\Risques\Mouvements de Bourse à Risque (Excel).srex";"view";;;;;
ReportViewName;"\work\HIS2\Risques\Mouvements de Bourse à Risque (Excel).srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\Risques\Mouvements de Bourse à Risque (Excel).srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\Risques\Mouvements de Bourse à Risque (Excel).srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\Risques\Mouvements de Bourse à Risque (Excel).srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\Risques\Mouvements de Bourse à Risque (Excel).srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\Risques\Mouvements de Bourse à Risque (Excel).srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\Risques\Mouvements de Bourse à Risque (Excel).srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\Risques\Mouvements de Bourse à Risque (Excel).srex";"CSV";;;;;
ReportViewName;"\work\HIS2\Risques\Mouvements de Bourse à Risque (Excel).srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\Schedules\BH\Performances variations Risk (Excel) .srex";"Performances variations Risk (Excel) ";;;;;
ReportViewName;"\work\HIS2\Schedules\BH\Performances variations Risk (Excel) .srex";"view";;;;;
ReportViewName;"\work\HIS2\Schedules\BH\Performances variations Risk (Excel) .srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\Schedules\BH\Performances variations Risk (Excel) .srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\Schedules\BH\Performances variations Risk (Excel) .srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\Schedules\BH\Performances variations Risk (Excel) .srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\Schedules\BH\Performances variations Risk (Excel) .srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\Schedules\BH\Performances variations Risk (Excel) .srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\Schedules\BH\Performances variations Risk (Excel) .srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\Schedules\BH\Performances variations Risk (Excel) .srex";"CSV";;;;;
ReportViewName;"\work\HIS2\Schedules\BH\Performances variations Risk (Excel) .srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\Schedules\Clients-EAM\Portfolio Valuation Synthetic (PDF) - Saturno.srex";"Portfolio Valuation Synthetic (PDF) - Saturno";;;;;
ReportViewName;"\work\HIS2\Schedules\Clients-EAM\Portfolio Valuation Synthetic (PDF) - Saturno.srex";"view";;;;;
ReportViewName;"\work\HIS2\Schedules\Clients-EAM\Portfolio Valuation Synthetic (PDF) - Saturno.srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\Schedules\Clients-EAM\Portfolio Valuation Synthetic (PDF) - Saturno.srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\Schedules\Clients-EAM\Portfolio Valuation Synthetic (PDF) - Saturno.srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\Schedules\Clients-EAM\Portfolio Valuation Synthetic (PDF) - Saturno.srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\Schedules\Clients-EAM\Portfolio Valuation Synthetic (PDF) - Saturno.srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\Schedules\Clients-EAM\Portfolio Valuation Synthetic (PDF) - Saturno.srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\Schedules\Clients-EAM\Portfolio Valuation Synthetic (PDF) - Saturno.srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\Schedules\Clients-EAM\Portfolio Valuation Synthetic (PDF) - Saturno.srex";"CSV";;;;;
ReportViewName;"\work\HIS2\Schedules\Clients-EAM\Portfolio Valuation Synthetic (PDF) - Saturno.srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\Schedules\Clients-EAM\Portfolio Valuation Synthetic (PDF).srex";"Portfolio Valuation Synthetic (PDF)";;;;;
ReportViewName;"\work\HIS2\Schedules\Clients-EAM\Portfolio Valuation Synthetic (PDF).srex";"view";;;;;
ReportViewName;"\work\HIS2\Schedules\Clients-EAM\Portfolio Valuation Synthetic (PDF).srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\Schedules\Clients-EAM\Portfolio Valuation Synthetic (PDF).srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\Schedules\Clients-EAM\Portfolio Valuation Synthetic (PDF).srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\Schedules\Clients-EAM\Portfolio Valuation Synthetic (PDF).srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\Schedules\Clients-EAM\Portfolio Valuation Synthetic (PDF).srex";"Chart NVD3";;;;;
ReportViewName;"\work\HIS2\Schedules\Clients-EAM\Portfolio Valuation Synthetic (PDF).srex";"Chart Plotly";;;;;
ReportViewName;"\work\HIS2\Schedules\Clients-EAM\Portfolio Valuation Synthetic (PDF).srex";"Data Table";;;;;
ReportViewName;"\work\HIS2\Schedules\Clients-EAM\Portfolio Valuation Synthetic (PDF).srex";"CSV";;;;;
ReportViewName;"\work\HIS2\Schedules\Clients-EAM\Portfolio Valuation Synthetic (PDF).srex";"Model CSV Excel";;;;;
ReportDisplayName;"\work\HIS2\Schedules\Clients-EAM\Portfolio Valuation Synthetic Matrix (PDF).srex";"Portfolio Valuation Synthetic Matrix (PDF)";;;;;
ReportViewName;"\work\HIS2\Schedules\Clients-EAM\Portfolio Valuation Synthetic Matrix (PDF).srex";"view";;;;;
ReportViewName;"\work\HIS2\Schedules\Clients-EAM\Portfolio Valuation Synthetic Matrix (PDF).srex";"Model HTML";;;;;
ReportViewName;"\work\HIS2\Schedules\Clients-EAM\Portfolio Valuation Synthetic Matrix (PDF).srex";"Model Container";;;;;
ReportViewName;"\work\HIS2\Schedules\Clients-EAM\Portfolio Valuation Synthetic Matrix (PDF).srex";"Page Table";;;;;
ReportViewName;"\work\HIS2\Schedules\Clients-EAM\Portfolio Valuation Synthetic Matrix (PDF).srex";"Chart JS";;;;;
ReportViewName;"\work\HIS2\Schedules\Clients-EAM\Portfolio Valuation Synthetic Matrix (PDF).srex";"Chart NVD3";;;;;
